Nro	URL	Title	Anchor Text	Spam Score	DA	Date First Seen	Date Crawled
1366	www.about-tramadol.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	14/08/2018	14/08/2018
1367	above-ground-swimming-pools.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	27/06/2018	27/06/2018
1368	above-ground-swimming-pools.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	20/08/2018	20/08/2018
1369	air-filters.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	30/07/2018	30/07/2018
1370	search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	6/05/2018	12/08/2018
1371	search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	31/05/2018	4/09/2018
1372	arizona-mortgages.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	1/06/2018	2/09/2018
1373	arizona-mortgages.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	8/08/2018	8/08/2018
1374	arlington-real-estate.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	12/06/2018	15/06/2018
1375	ad-ware.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	12/06/2018	14/06/2018
1376	ad-ware.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	31/07/2018	31/07/2018
1377	fioricet-online.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	13/06/2018	15/06/2018
1378	fioricet-online.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	20/08/2018	20/08/2018
1379	www.accent-rugs.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	4/08/2018	4/08/2018
1380	www.arizona-mortgages.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	23/08/2018	23/08/2018
1381	www.arizona-mortgages.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	30/08/2018	30/08/2018
1382	www.accept-credit-card.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	27/08/2018	27/08/2018
1383	www.adipex-diet-pills.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	18/08/2018	18/08/2018
1384	www.adipex-diet-pills.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	25/08/2018	25/08/2018
1385	air-cleaners.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	28/07/2018	28/07/2018
1386	address-labels.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	9/06/2018	8/09/2018
1387	address-labels.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	6/08/2018	6/08/2018
1388	acapulco-hotel.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	29/07/2018	29/07/2018
1389	acapulco-hotel.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	14/06/2018	14/06/2018
1390	www.about-spyware.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	20/08/2018	20/08/2018
1391	www.about-spyware.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	25/08/2018	25/08/2018
1392	air-compressor.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	26/07/2018	26/07/2018
1393	air-compressor.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	30/07/2018	30/07/2018
1394	advance-cash.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	17/08/2018	17/08/2018
1395	advance-cash.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	12/06/2018	15/06/2018
1396	www.auto-finance.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	26/08/2018	26/08/2018
1397	about-tramadol.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	7/06/2018	8/09/2018
1398	about-tramadol.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	30/07/2018	30/07/2018
1399	about-spyware.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	30/07/2018	30/07/2018
1400	affiliate-programs.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	11/06/2018	11/06/2018
1401	affiliate-programs.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	20/08/2018	20/08/2018
1402	0-credit-cards.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	18/07/2018	18/07/2018
1403	0-credit-cards.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	14/06/2018	14/06/2018
1404	adipex-diet-pills.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	21/08/2018	21/08/2018
1405	adipex-diet-pills.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	12/06/2018	12/06/2018
1406	www.arlington-real-estate.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	22/08/2018	22/08/2018
1407	www.address-labels.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	30/07/2018	30/07/2018
1408	www.address-labels.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	27/08/2018	27/08/2018
1409	mortgage-refinance.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	20/08/2018	20/08/2018
1410	mortgage-refinance.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	27/06/2018	27/06/2018
1411	auto-finance.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	4/04/2018	5/07/2018
1412	auto-finance.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	9/04/2018	13/07/2018
1413	www.0-credit-cards.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	1/08/2018	1/08/2018
1414	www.0-credit-cards.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	30/07/2018	30/07/2018
1415	www.air-compressor.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	4/08/2018	4/08/2018
1416	www.air-compressor.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	18/08/2018	18/08/2018
1417	www.air-filters.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	30/08/2018	30/08/2018
1418	www.air-filters.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	29/07/2018	29/07/2018
1419	www.air-cleaners.search-web.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	28/08/2018	28/08/2018
1420	www.air-cleaners.search-web.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	24	31/07/2018	31/07/2018
1421	www.thr3escapes.ca/social_studies/WorldCommunities/Friends/Rosa.html	Rosa - Chinchero, Peru	inti raymi festival	31%	21	19/10/2017	11/07/2018
1422	www.thr3escapes.ca/social_studies/WorldCommunities/Friends/Rosa.html	Rosa - Chinchero, Peru	Inti Raymi Festival	31%	21	18/08/2017	11/07/2018
1423	www.thr3escapes.ca/social_studies/WorldCommunities/Friends/Rosa.html	Rosa - Chinchero, Peru	Cuzco	31%	21	18/08/2017	11/07/2018
1424	www.thr3escapes.ca/social_studies/WorldCommunities/Friends/Rosa.html	Rosa - Chinchero, Peru	Cuzco	31%	21	18/08/2017	11/07/2018
1425	www.sumzilla.com/web/14436f	14436f - Web Search Results	machu picchu tours , lares trek | cuscoperu.com	31%	14	29/05/2018	29/05/2018
1426	travelwithchris.biz/travel/SouthAmerica/Peru/country/489	Peru | South America | Travel with Chris - Best Travel website	www.cuscoperu.com	31%	12	27/07/2018	27/07/2018
1427	www.advertise-online.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	9	16/05/2018	16/08/2018
1428	www.advertise-online.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	9	19/05/2018	18/08/2018
1429	advertise-online.us/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	9	13/03/2018	25/06/2018
1430	advertise-online.us/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	9	27/02/2018	1/09/2018
1431	www.oito.fr/hotel.php?id=304827	Hotel Prisma Cusco, Cusco, Pérou - réservation, prix et disponibilité	hoteis em peru, cusco, valle sagrado e machu picchu | ...	31%	6	12/11/2017	19/07/2018
1432	www.oito.fr/hotel.php?id=304827	Hotel Prisma Cusco, Cusco, Pérou - réservation, prix et disponibilité	Hoteis em Peru, Cusco, Valle Sagrado e Machu Picchu | ...	31%	6	12/11/2017	19/07/2018
1433	www.oito.fr/hotel.php?id=307159	Incasita, Cusco, Pérou - réservation, prix et disponibilité	In Casita - Reserva de Hoteles en Cusco, Peru	31%	6	11/11/2017	13/07/2018
1434	www.oito.fr/hotel.php?id=319994	Hatun Inti Boutique Machupicchu, Machupicchu, Pérou - réservation, prix et disponibilité	Hotel Hatun Inti Exclusive | Hoteles en Machu Picchu - Cusco ...	31%	6	10/11/2017	10/02/2018
1435	web-search.in/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	9	31/03/2018	31/03/2018
1436	web-search.in/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	9	14/05/2018	14/05/2018
1437	www.web-search.in/the_worlds_most_visited_web_pages_154/	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	9	26/03/2018	26/03/2018
1438	www.web-search.in/the_worlds_most_visited_web_pages_154.html	The Globe - The world's most visited web pages	154495. cuscoperu.com	31%	9	2/04/2018	2/04/2018
1439	statvoo.com/website/cuscoperu.com	Cuscoperu.com Website Information - statvoo.com	Cuscoperu.com	30%	51	22/05/2018	23/08/2018
1440	statvoo.com/website/cuscoperu.com	Cuscoperu.com Website Information - statvoo.com	Cuscoperu.com	30%	51	22/05/2018	23/08/2018
1441	staging.topalternate.com/opentravelinfo.com		external link	30%	49	26/11/2017	28/07/2018
1442	staging.topalternate.com/opentravelinfo.com		[no anchor text]	30%	49	26/11/2017	28/07/2018
1443	staging.topalternate.com/bookingperu.com/		external link	30%	49	20/11/2017	3/07/2018
1444	staging.topalternate.com/bookingperu.com/		[no anchor text]	30%	49	20/11/2017	3/07/2018
1445	staging.topalternate.com/tags/Cusco/		main page screenshot of cuscoperu.com	30%	49	19/11/2017	9/07/2018
1446	staging.topalternate.com/tags/Cusco/		"<img alt=""698c0bd92cc30bb141ad9953cf694beab305ed42.jpg?uri=cuscoperu"" src=""http://site_screenshot.pressabout.us/t/336x280/698c0bd92cc30bb141ad9953cf694beab305ed"	30%	49	19/11/2017	9/07/2018
1447	staging.topalternate.com/machupicchu.org/		external link	30%	49	27/11/2017	28/06/2018
1448	staging.topalternate.com/machupicchu.org/		[no anchor text]	30%	49	27/11/2017	28/06/2018
1449	staging.topalternate.com/ericadventures.com/		external link	30%	49	19/11/2017	24/06/2018
1450	staging.topalternate.com/ericadventures.com/		[no anchor text]	30%	49	19/11/2017	24/06/2018
1451	staging.topalternate.com/tags/Cusco+Travel+information/		main page screenshot of cuscoperu.com	30%	49	14/11/2017	26/06/2018
1452	staging.topalternate.com/tags/Cusco+Travel+information/		"<img alt=""698c0bd92cc30bb141ad9953cf694beab305ed42.jpg?uri=cuscoperu"" src=""http://site_screenshot.pressabout.us/t/336x280/698c0bd92cc30bb141ad9953cf694beab305ed"	30%	49	14/11/2017	26/06/2018
1453	staging.topalternate.com/ericadventures.com		external link	30%	49	22/11/2017	27/06/2018
1454	staging.topalternate.com/ericadventures.com		[no anchor text]	30%	49	22/11/2017	27/06/2018
1455	staging.topalternate.com/tags/machu+picchu+tour/		main page screenshot of cuscoperu.com	30%	49	21/11/2017	6/07/2018
1456	staging.topalternate.com/tags/machu+picchu+tour/		"<img alt=""698c0bd92cc30bb141ad9953cf694beab305ed42.jpg?uri=cuscoperu"" src=""http://site_screenshot.pressabout.us/t/336x280/698c0bd92cc30bb141ad9953cf694beab305ed"	30%	49	21/11/2017	6/07/2018
1457	staging.topalternate.com/sastravelperu.com		external link	30%	49	24/11/2017	30/06/2018
1458	staging.topalternate.com/sastravelperu.com		[no anchor text]	30%	49	24/11/2017	30/06/2018
1459	staging.topalternate.com/tags/illari+del+cusco/		main page screenshot of cuscoperu.com	30%	49	12/11/2017	26/07/2018
1460	staging.topalternate.com/tags/illari+del+cusco/		"<img alt=""698c0bd92cc30bb141ad9953cf694beab305ed42.jpg?uri=cuscoperu"" src=""http://site_screenshot.pressabout.us/t/336x280/698c0bd92cc30bb141ad9953cf694beab305ed"	30%	49	12/11/2017	26/07/2018
1461	staging.topalternate.com/incatrailmachupicchu.com/		external link	30%	49	25/11/2017	20/07/2018
1462	staging.topalternate.com/incatrailmachupicchu.com/		[no anchor text]	30%	49	25/11/2017	20/07/2018
1463	staging.topalternate.com/tags/cusco+machupicchu/		main page screenshot of cuscoperu.com	30%	49	12/11/2017	7/07/2018
1464	staging.topalternate.com/tags/cusco+machupicchu/		"<img alt=""698c0bd92cc30bb141ad9953cf694beab305ed42.jpg?uri=cuscoperu"" src=""http://site_screenshot.pressabout.us/t/336x280/698c0bd92cc30bb141ad9953cf694beab305ed"	30%	49	12/11/2017	7/07/2018
1465	staging.topalternate.com/mysteryperu.com/		external link	30%	49	25/11/2017	14/07/2018
1466	staging.topalternate.com/mysteryperu.com/		[no anchor text]	30%	49	25/11/2017	14/07/2018
1467	staging.topalternate.com/tags/Adventure+Tours+Peru/		main page screenshot of cuscoperu.com	30%	49	25/11/2017	16/07/2018
