------------------------------------------------------------------------
Inbound Links for,www.cuscoperu.com
Scope,pld
Sorted by,source_page_authority
Filters:,external+not_deleted
Anchor text,all
Source PLD,all
------------------------------------------------------------------------

URL,Title,Anchor Text,Spam Score,PA,DA,Linking Domains to Page,Target URL,Link Type,Link State,Date First Seen,Date Last Seen,Date Lost,HTTP Status Code,Links to Page,Outbound Domains from Page,Outbound Links from Page
congreso.pucp.edu.pe/iberocabri/turismo.php,,http://www.cuscoperu.com/es.html,1%,33,72,0,www.cuscoperu.com/es.html,follow,active,2016-07-19,2018-07-07,--,200,2,9,9
blog.pucp.edu.pe/blog/bellekotoshi/tag/choclo-con-queso/,choclo con queso | Weltlichkeit der Welt,cuscoperu.com,1%,33,72,0,www.cuscoperu.com/espanol/cusco/05-cocinaandina-cusco-peru.php,follow,active,2016-08-30,2018-07-26,--,200,1,60,64
blog.pucp.edu.pe/blog/bellekotoshi/2009/06/24/de-papita-y-yuquita-rellena-a-la-diversidad-de-naciones-en-el-peru/,De papita y yuquita rellena a la diversidad de naciones en el Perú | Weltlichkeit der Welt,cuscoperu.com,1%,33,72,0,www.cuscoperu.com/espanol/cusco/05-cocinaandina-cusco-peru.php,follow,active,2016-07-19,2018-07-15,--,200,6,60,65
blog.pucp.edu.pe/blog/bellekotoshi/tag/yuca-rellena/,yuca rellena | Weltlichkeit der Welt,cuscoperu.com,1%,33,72,0,www.cuscoperu.com/espanol/cusco/05-cocinaandina-cusco-peru.php,follow,active,2016-08-24,2018-07-26,--,200,1,60,64
blog.pucp.edu.pe/blog/bellekotoshi/tag/papa-rellena/,Papa rellena | Weltlichkeit der Welt,cuscoperu.com,1%,33,72,0,www.cuscoperu.com/espanol/cusco/05-cocinaandina-cusco-peru.php,follow,active,2016-08-14,2018-07-12,--,200,1,60,64
blog.pucp.edu.pe/blog/bellekotoshi/tag/diversidad-cultural/,Diversidad cultural | Weltlichkeit der Welt,cuscoperu.com,1%,33,72,0,www.cuscoperu.com/espanol/cusco/05-cocinaandina-cusco-peru.php,follow,active,2016-08-20,2018-07-26,--,200,1,60,64
blog.pucp.edu.pe/blog/bellekotoshi/2009/06/,Junio | 2009 | Weltlichkeit der Welt,cuscoperu.com,1%,33,72,0,www.cuscoperu.com/espanol/cusco/05-cocinaandina-cusco-peru.php,follow,active,2016-07-12,2018-07-31,--,200,1160,67,108
www.origo.hu/sport/tomegsport/20021204rafting.html,Rafting az Andok v�zi �sv�nyein,exped�ci�hoz,1%,33,75,0,www.cuscoperu.com/apumayo/1raftingcolcariver.htm,follow,active,2017-05-02,2018-06-27,--,200,3,8,13
www.origo.hu/sport/tomegsport/20021204rafting.html,Rafting az Andok v�zi �sv�nyein,Colca foly�hoz,1%,33,75,0,www.cuscoperu.com/puravida/colca.htm,follow,active,2017-05-02,2018-06-27,--,200,3,8,13
latin.uwpagina.nl/,Latin | Spaans Leren In | Vakantie | Reizen | Tours | ETF | ,Cusco Peru,1%,33,61,1,www.cuscoperu.com/,nofollow,active,2016-07-04,2018-08-14,--,200,5,666,737
andrys.com/indox.html,"Andrys Basten - Peru Photos, Peru Travelogue - Destination: Machu Picchu",Ollantaytambo to be ruined by highway project,6%,33,40,17,www.cuscoperu.com/save_ollanta/,follow,active,2016-04-29,2018-06-27,--,200,1817,37,73
andrys.com/indox.html,"Andrys Basten - Peru Photos, Peru Travelogue - Destination: Machu Picchu",to save Ollantaytambo,6%,33,40,17,www.cuscoperu.com/save_ollanta/index.html,follow,active,2016-04-29,2018-06-27,--,200,1817,37,73
www.tripadvisor.com.br/ShowTopic-g294314-i3023-k9029940-Agencia_de_turismo_em_Cusco-Cusco_Cusco_Region.html,Agência de turismo em Cusco - Cusco Fórum - TripAdvisor,www.cuscoperu.com/pt/,2%,33,72,0,www.cuscoperu.com/pt/,nofollow,active,2018-03-28,2018-07-13,--,200,30,4,6
highered.mheducation.com/sites/0073124486/student_view0/capitulo5/lugar_fascinante_1.html,,http://www.cuscoperu.com/espanol/qosqo/1t2_cusco.htm,1%,33,72,0,www.cuscoperu.com/espanol/qosqo/1t2_cusco.htm,follow,active,2017-07-14,2018-04-21,--,,17,6,7
dictionary.sensagent.com/Pizarro/en-en/,Pizarro : definition of Pizarro and synonyms of Pizarro (English),Francisco Pizarro,15%,33,67,1,www.cuscoperu.com/cusco/cusco/05-pizarro-cusco-peru.php,nofollow,active,2017-08-19,2018-08-11,--,200,27,20,21
www.redicecreations.com/news/2005/07jul/jweidnergreatcross.html,,CuscoPeru.com,--%,33,63,1,www.cuscoperu.com/,follow,active,2016-04-22,2018-05-05,2016-05-07,,3,7,8
html.rincondelvago.com/globalizacion-e-influencia-en-la-economia-peruana.html,Encuentra aquí información de Globalización e influencia en la Economía peruana para tu escuela ¡Entra ya! | Rincón del Vago,http://www.cuscoperu.com/cusco/mcpp.gif,1%,33,70,0,www.cuscoperu.com/cusco/mcpp.gif,nofollow,active,2016-05-03,2018-05-18,2017-02-22,200,2,12,13
www.reiselinks.de/peru-tourismus.html,Peru Tourismus - Lastminute Peru + Info Links,Cusco Peru,7%,33,52,5,www.cuscoperu.com/,follow,active,2016-05-05,2018-06-14,--,200,22,48,48
explore.allwomenstalk.com/pictures/Incan-Winter-Solstice,,Source,1%,33,70,0,www.cuscoperu.com/en/festivities-events/may-june/inti-raymi,nofollow,active,2018-03-24,2018-07-02,--,200,51,35,90
catracalivre.com.br/geral/viagem-livre/indicacao/encantos-inusitados-garantem-uma-viagem-cheia-de-surpresas-ao-peru/,Encantos inusitados garantem uma viagem cheia de surpresas ao Peru,www.cuscoperu.com,1%,33,69,0,www.cuscoperu.com/pt/informacoes-uteis/bilhetes-turisticos/bilhete-turistico-do-cusco,nofollow,active,2018-05-12,2018-05-12,--,200,2,21,21
www.losviajeros.com/foros.php?t=74520,PERU - Enlaces de Interes - Foro de America del Sur - LosViajeros,www.cuscoperu.com,3%,33,57,4,www.cuscoperu.com/,nofollow,active,2017-04-06,2018-06-08,--,200,1291,27,33
www.thefullwiki.org/Machu_Picchu,Machu Picchu : Wikis (The Full Wiki),Map of Machu Picchu,1%,33,69,0,www.cuscoperu.com/cusco/information-peru/017-maps-cusco-peru.html,follow,active,2017-06-18,2018-08-18,--,200,664,199,254
www.thefullwiki.org/Machu_Picchu,Machu Picchu : Wikis (The Full Wiki),Machu Picchu and Cusco Guide,1%,33,69,0,www.cuscoperu.com/,follow,active,2017-06-18,2018-08-18,--,200,664,199,254
"www.thefullwiki.org/Urubamba,_Peru","Urubamba, Peru : Wikis (The Full Wiki)",Urubamba,1%,33,69,0,www.cuscoperu.com/cusco/travel-peru/0233-urubamba-travel-peru.html,follow,active,2018-04-03,2018-07-09,--,200,30,6,6
www.thefullwiki.org/Sacred_Valley,Sacred Valley : Wikis (The Full Wiki),Sacred Valley,1%,33,69,0,www.cuscoperu.com/cusco/travel-peru/024-valley-tours-cuzco.html,follow,active,2017-12-15,2018-06-22,--,200,69,3,3
www.thefullwiki.org/Pisco,Pisco - The Full Wiki,Pisco means Peru,1%,33,69,0,www.cuscoperu.com/cusco/cusco/05-piscoesperu-cusco-peru.php,follow,active,2017-04-20,2018-06-18,--,200,597,32,38
www.thefullwiki.org/List_of_national_liquors,List of national liquors - The Full Wiki,"cuscoperu.com: Pisco, Salud!",1%,33,69,0,www.cuscoperu.com/articles/tag/pisco,nofollow,active,2018-02-08,2018-08-10,--,200,27,43,45
"maps.thefullwiki.org/Urubamba,_Peru","Map of Urubamba, Peru - The Full Wiki",Urubamba tourism information,1%,33,69,0,www.cuscoperu.com/cusco/travel-peru/0233-urubamba-travel-peru.html,follow,active,2018-04-05,2018-07-14,--,200,9,4,4
www.mysteryperu.com/eng/co_chicchitara_carving_rocks.html,Excursion to the Chicchitara Petroglyphs  at the Palpa Valley :: Accommodation in Palpa,[no anchor text],--%,33,40,14,cuscoperu.com/payments/pagos.php?Codigo=MjAwNzQyNTE4MzU,follow,active,2016-08-11,2017-06-18,--,200,311,6,6
www.mysteryperu.com/eng/co_cemetery_of_chauchilla.html,Excursion to the Chauchilla Cemetery in the Nazca Valley ,[no anchor text],--%,33,40,14,cuscoperu.com/payments/pagos.php?Codigo=MjAwNzQyNTE4MzU,follow,active,2016-08-09,2017-06-17,--,200,311,6,6
javiermolinero.comuf.com/arqueologia/peru.html,Arqueología de Perú —Javier Molinero—,Tambomachay,1%,33,70,0,www.cuscoperu.com/es/viajes/cusco/centros-arqueologicos/tambomachay,follow,active,2018-07-25,2018-07-25,--,200,8,14,23
media.timetoast.com/timelines/construccion-de-machu-picchu,CONSTRUCCIÓN DE MACHU PICCHU timeline | Timetoast timelines,https://www.cuscoperu.com/es/viajes/machupicchu/ciudadela-de-machu-picchu,10%,32,68,0,www.cuscoperu.com/es/viajes/machupicchu/ciudadela-de-machu-picchu,nofollow,active,2018-04-30,2018-04-30,--,200,1,9,9
www.nozio.com/south_america/peru/arequipa/lodging/hotels/3_three_stars_hotels/,3 stars hotels Arequipa elegant hotels | Official Websites elegant hotels Arequipa | Nozio 0%,Hotel Crismar,28%,32,53,4,www.cuscoperu.com/,nofollow,active,2016-07-21,2018-08-07,--,200,48,14,14
www.nozio.com/south_america/peru/arequipa/lodging/hotels/3_three_stars_hotels/hotel_crismar.htm,"Hotel Crismar Arequipa | Prices, reviews, offers and direct link to the Official Website | Nozio 0%",Hotel Crismar,28%,32,53,4,www.cuscoperu.com/,nofollow,active,2017-04-18,2018-07-13,--,200,16,8,8
www.nozio.com/south_america/peru/arequipa/lodging/,Hotels Arequipa Lodging | Official Web Sites hotels Arequipa | Nozio 0%,Hotel Crismar,28%,32,53,4,www.cuscoperu.com/,nofollow,active,2016-06-22,2018-07-21,--,200,95,18,18
faculty.whatcom.ctc.edu/dmooers/interest.htm,Interests,"Cusco, Peru",1%,32,67,0,www.cuscoperu.com/,follow,active,2017-12-15,2018-06-24,--,200,5,26,32
www.westga.edu/%7Equest/peru.htm,,"The Sacred\n     Valley of the Incas",1%,32,67,0,www.cuscoperu.com/cusco/qosqo/1t3_valle.htm,follow,active,2016-06-23,2016-06-23,--,,1,5,5
index.nana10.co.il/category.asp?cat=620&catName=%D7%A4%D7%A8%D7%95,פרו - נענע 10,קוסקו-פרו (Cuscoperu),1%,32,70,0,www.cuscoperu.com/,follow,active,2017-07-25,2017-10-17,--,200,5,13,13
index.nana10.co.il/category.asp?cat=620&catName=%D7%A4%D7%A8%D7%95&pid=48,,קוסקו-פרו (Cuscoperu),1%,32,70,0,www.cuscoperu.com/,follow,active,2017-07-21,2017-07-31,--,,8,13,13
index.nana10.co.il/Category.asp?cat=620,פרו - נענע 10,קוסקו-פרו (Cuscoperu),1%,32,70,0,www.cuscoperu.com/,follow,active,2017-06-06,2017-06-06,--,200,4,13,13
index.nana10.co.il/SearchUTF8.asp?g=1&q=%D7%98%D7%99%D7%95%D7%9C%D7%99%D7%9D&PageNum=14,אינדקס - אתרים בנושא טיולים,קוסקו-פרו (Cuscoperu),1%,32,70,0,www.cuscoperu.com/,follow,active,2017-04-22,2017-09-20,--,200,13,27,28
www.viajenaviagem.com/2016/04/roteiro-cusco-e-vale-sagrado,,Museu de Sitio Qoricancha,1%,32,53,3,www.cuscoperu.com/es/viajes/cusco/museos/museo-de-sitio-qorikancha,follow,active,2017-04-30,2018-03-05,--,,52,35,63
zuidamerika.allepaginas.nl/,Zuid Amerika,Cusco Peru,1%,32,53,3,www.cuscoperu.com/,nofollow,active,2017-12-28,2018-06-28,--,200,32,742,894
"www.absoluteastronomy.com/topics/Urubamba,_Peru","\r\n\tUrubamba, Peru: Facts, Discussion Forum, and Encyclopedia Article\r\n",Urubamba tourism information,25%,32,65,0,www.cuscoperu.com/cusco/travel-peru/0233-urubamba-travel-peru.html,nofollow,active,2018-07-13,2018-07-13,--,200,5,3,3
www.absoluteastronomy.com/topics/Francisco_Pizarro,"\r\n\tFrancisco Pizarro: Facts, Discussion Forum, and Encyclopedia Article\r\n",Francisco Pizarro,25%,32,65,0,www.cuscoperu.com/cusco/cusco/05-pizarro-cusco-peru.php,nofollow,active,2018-07-01,2018-07-01,--,200,182,5,5
machupicchuperu.neocities.org/alojamiento.html,Documento sin título,machuperu.com,1%,32,68,0,cuscoperu.com/,follow,active,2018-03-05,2018-06-04,--,200,8,1,1
machupicchuperu.neocities.org/ubicacion.html,Documento sin título,machuperu.com,1%,32,68,0,cuscoperu.com/,follow,active,2018-03-06,2018-06-05,--,200,8,1,1
www.mysteryperu.com/por/co_linhas_de_nazca.html,As Linhas de Nazca :: Vôo sobre as Linhas de Nasca :: Mapa das Linhas de Nasca,[no anchor text],--%,32,40,12,www.cuscoperu.com/espanol/machu-picchu/pagos/PagoDirecto.php?Codigo=MjAwNzQyNTE4MzU=,follow,active,2016-04-27,2017-06-16,--,200,201,5,5
www.mysteryperu.com/eng/co_cerro_blanco.html, Sandboarding on Cerro Blanco :: Pictures of Cerro Blanco in Nazca :: Sandboarding in Peru,[no anchor text],--%,32,40,11,cuscoperu.com/payments/pagos.php?Codigo=MjAwNzQyNTE4MzU,follow,active,2016-08-09,2017-06-29,--,200,309,6,6
www.mysteryperu.com/esp/co_nazca_lines.html,Vuelo a las Lineas de Nazca :: Excursiones a las Lineas de Nazca :: Fotos y Mapas de las Lineas de Nasca :: Hoteles en Nazca,[no anchor text],--%,32,40,11,cuscoperu.com/payments/pagos.php?Codigo=MjAwNzQyNTE4MzU,follow,active,2016-08-10,2017-07-03,--,200,294,6,6
www.mysteryperu.com/eng/index.html,MYSTERY PERU TOURS :: TRIPS TO PERU :: TRAVEL TO PERU,[no anchor text],--%,32,40,9,www.cuscoperu.com/espanol/machu-picchu/pagos/PagoDirecto.php?Codigo=MjAwNzQyNTE4MzU=,follow,active,2016-04-24,2017-06-15,--,200,282,5,5
www.ecured.cu/Cusco_(ciudad_de_Per%C3%BA),Cusco (ciudad de Perú) - EcuRed,Cuscoperu,--%,32,67,0,www.cuscoperu.com/,nofollow,active,2018-02-15,2018-05-25,--,200,6,13,13
ecured.cu/Bas%C3%ADlica_de_Nuestra_Se%C3%B1ora_de_la_Merced,Basílica de Nuestra Señora de la Merced - EcuRed,https://www.cuscoperu.com/es/viajes/lima/templos-y-santuarios/la-merced,--%,32,67,0,www.cuscoperu.com/es/viajes/lima/templos-y-santuarios/la-merced,nofollow,active,2018-06-04,2018-06-04,--,200,3,7,7
ecured.cu/Cusco_(ciudad_de_Per%C3%BA),Cusco (ciudad de Perú) - EcuRed,Cuscoperu,--%,32,67,0,www.cuscoperu.com/,nofollow,active,2018-05-28,2018-05-28,--,200,5,13,13
www.notjessfashion.com/peru-travel-guide/,"CUSCO, PERU TRAVEL GUIDE | NotJessFashion",Corpus Christi Festival,--%,31,51,2,www.cuscoperu.com/en/festivities-events/may-june/corpus-christi,nofollow,active,2017-12-12,2017-12-12,--,200,23,65,85
www.similarsites.com/site/cusco-peru.info,40 Similar Sites Like Cusco-Peru.info - SimilarSites.com,[no anchor text],1%,31,64,0,cuscoperu.com/,nofollow,active,2018-07-13,2018-07-13,--,200,3,84,89
www.similarsites.com/site/peru.travel,40 Similar Sites Like Peru.travel - SimilarSites.com,[no anchor text],1%,31,64,0,cuscoperu.com/,nofollow,active,2018-07-22,2018-07-23,--,200,49,64,69
www.similarsites.com/site/perurail.com,40 Similar Sites Like Perurail.com - SimilarSites.com,[no anchor text],1%,31,64,0,cuscoperu.com/,nofollow,active,2018-07-19,2018-07-19,--,200,31,65,70
www.similarsites.com/site/elnorte.ec,40 Similar Sites Like Elnorte.ec - SimilarSites.com,[no anchor text],1%,31,64,0,cuscoperu.com/,nofollow,active,2018-07-28,2018-07-28,--,200,17,68,71
www.similarsites.com/site/amautaspanish.com,40 Similar Sites Like Amautaspanish.com - SimilarSites.com,[no anchor text],1%,31,64,0,cuscoperu.com/,nofollow,active,2018-07-24,2018-07-24,--,200,44,65,69
www.telemadrid.es/mxm/madrilenos-por-el-mundo-lima,"Lima, acogedora, caótica y llena de contrastes | Telemadrid – Radio Televisión Madrid",Catedral de Lima,1%,31,62,0,www.cuscoperu.com/es/viajes/lima/templos-y-santuarios/basilica-catedral-de-lima,follow,active,2016-10-22,2018-08-11,--,200,4,16,16
origin-www.telemadrid.es/mxm/madrilenos-por-el-mundo-lima,,Catedral de Lima,1%,31,62,0,www.cuscoperu.com/es/viajes/lima/templos-y-santuarios/basilica-catedral-de-lima,follow,active,2016-08-02,2017-06-18,--,,3,17,20
www.allmystery.de/themen/mt3352,Machu Picchu - Allmystery,http://www.cuscoperu.com/deutsch/qosqo/1t1_machupicchu.htm,9%,31,61,0,www.cuscoperu.com/deutsch/qosqo/1t1_machupicchu.htm,nofollow,active,2018-03-13,2018-06-14,--,200,14,2,2
cinabrio.over-blog.es/tag/archaelogy/27,archaelogy - cinabrio blog,Cusco,1%,31,67,0,www.cuscoperu.com/fr/classic-cusco.html,follow,active,2017-08-19,2017-10-18,--,200,1,63,194
cinabrio.over-blog.es/tag/archaelogy/27,archaelogy - cinabrio blog,Peru,1%,31,67,0,www.cuscoperu.com/fr/geographic-information/1-peru-location.html,follow,active,2017-08-19,2017-10-18,--,200,1,63,194
cinabrio.over-blog.es/tag/archaelogy/27,archaelogy - cinabrio blog,http://www.cuscoperu.com/fr/vilcabamba-valley/espiritu-pampa.html,1%,31,67,0,www.cuscoperu.com/fr/vilcabamba-valley/espiritu-pampa.html,follow,active,2017-08-19,2017-10-18,--,200,1,63,194
cinabrio.over-blog.es/tag/archaelogy/27,archaelogy - cinabrio blog,Vilcabamba,1%,31,67,0,www.cuscoperu.com/fr/vilcabamba-valley/vilcabamba-valley.html,follow,active,2017-08-19,2017-10-18,--,200,1,63,194
cinabrio.over-blog.es/tag/archaelogy/27,archaelogy - cinabrio blog,Machu Picchu,1%,31,67,0,www.cuscoperu.com/fr/machu-picchu.html,follow,active,2017-08-19,2017-10-18,--,200,1,63,194
cinabrio.over-blog.es/article-el-senor-wari-de-las-selvas-de-vilcabamba-68014485.html,El Señor Wari de las selvas de Vilcabamba - cinabrio blog,Cusco,1%,31,67,0,www.cuscoperu.com/fr/classic-cusco.html,follow,active,2016-09-23,2018-03-15,--,200,4,14,31
cinabrio.over-blog.es/article-el-senor-wari-de-las-selvas-de-vilcabamba-68014485.html,El Señor Wari de las selvas de Vilcabamba - cinabrio blog,Peru,1%,31,67,0,www.cuscoperu.com/fr/geographic-information/1-peru-location.html,follow,active,2016-09-23,2018-03-15,--,200,4,14,31
cinabrio.over-blog.es/article-el-senor-wari-de-las-selvas-de-vilcabamba-68014485.html,El Señor Wari de las selvas de Vilcabamba - cinabrio blog,http://www.cuscoperu.com/fr/vilcabamba-valley/espiritu-pampa.html,1%,31,67,0,www.cuscoperu.com/fr/vilcabamba-valley/espiritu-pampa.html,follow,active,2016-09-23,2018-03-15,--,200,4,14,31
cinabrio.over-blog.es/article-el-senor-wari-de-las-selvas-de-vilcabamba-68014485.html,El Señor Wari de las selvas de Vilcabamba - cinabrio blog,Vilcabamba,1%,31,67,0,www.cuscoperu.com/fr/vilcabamba-valley/vilcabamba-valley.html,follow,active,2016-09-23,2018-03-15,--,200,4,14,31
cinabrio.over-blog.es/article-el-senor-wari-de-las-selvas-de-vilcabamba-68014485.html,El Señor Wari de las selvas de Vilcabamba - cinabrio blog,Machu Picchu,1%,31,67,0,www.cuscoperu.com/fr/machu-picchu.html,follow,active,2016-09-23,2018-03-15,--,200,4,14,31
zuidamerika.uwpagina.nl/,Zuidamerika | Tickets | Cruise | Vrijwilligerswerk | Rondreizen,Cusco Peru,1%,31,61,0,www.cuscoperu.com/,nofollow,active,2016-05-04,2018-06-15,--,200,3,508,561
www.marriott.co.uk/hotels/maps/travel/cuzmc-jw-marriott-el-convento-cusco/,Cusco Hotels near Airport and Qurikancha | JW Marriott El Convento Cusco,Main Bus Station - Terminal Terrestre de Cusco,1%,31,67,0,www.cuscoperu.com/en/useful-information/flights-trains-buses/buses-to-cusco,follow,active,2018-02-18,2018-07-08,--,200,10,13,23
members.a1.net/grge/cuzco.htm,Cuzco,Cuzco,1%,31,66,0,www.cuscoperu.com/,follow,active,2017-06-04,2018-07-25,--,200,11,3,32
members.a1.net/grge/nachpisac.htm,Von Cusco nach Pisac,[no anchor text],1%,31,66,0,www.cuscoperu.com/deutsch/qosqo/1t4_sacsayhuaman.htm,follow,active,2017-06-04,2018-07-27,2017-07-20,200,11,3,31
members.a1.net/grge/nachpisac.htm,Von Cusco nach Pisac,[no anchor text],1%,31,66,0,www.cuscoperu.com/deutsch/qosqo/1t3_valle.htm,follow,active,2017-06-04,2018-07-27,2017-07-20,200,11,3,31
research.omicsgroup.org/index.php/List_of_national_liquors,List of national liquors | Open Access articles | Open Access journals | Conference Proceedings | Editors | Authors | Reviewers | scientific events,"""Machu Picchu and Cusco Tours | Peru Vacations | CuscoPeru.com: Pisco, Salud!""",1%,31,63,0,www.cuscoperu.com/articles/tag/pisco,nofollow,active,2018-05-04,2018-08-13,--,200,76,55,90
www.flashkit.com/movies/Scripting/Scrolling/Simple_S-Madi_Mal-10028/index.php,Movies >> Scripting >> Scrolling: Simple Smoot Scroll - Flash Kit,http://www.cuscoperu.com,1%,31,61,0,www.cuscoperu.com/,follow,active,2016-05-22,2018-07-09,--,200,2,10,11
ipfs.io/ipfs/QmR1gzPYUwxEUWHbeRggZzfYy5Fxsd8Qc7hXUUnJQwxrZq/wiki/Cusco.html,Cusco,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2018-08-12,2018-08-12,--,200,12,13,13
ipfs.io/ipns/QmVH1VzGBydSfmNG7rmdDjAeBZ71UVeEahVbNpFQtwZK8W/wiki/Kutsal_Vadi.html,,The Sacred Valley,1%,31,64,0,www.cuscoperu.com/cusco/travel-peru/023-valley-travel-peru.html,follow,active,2017-06-25,2017-06-25,--,,5,6,7
ipfs.io/ipfs/QmT5NvUtoM5nWFfrQdVrFtvGfKFmG7AHE8P34isapyhCxX/wiki/Cuzco.html,,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2017-06-05,2017-08-24,--,,40,13,13
ipfs.io/ipns/tr.wikipedia-on-ipfs.org/wiki/Cuzco.html,,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2017-05-26,2017-09-06,--,,40,13,13
ipfs.io/ipfs/Qme2sLfe9ZMdiuWsEtajWMDzx6B7VbjzpSC2VWhtB6GoB1/wiki/Cuzco.html,,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2017-06-20,2017-06-20,--,,38,13,13
ipfs.io/ipfs/QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco/wiki/List_of_national_liquors.html,List of national liquors,"""Machu Picchu and Cusco Tours | Peru Vacations | CuscoPeru.com: Pisco, Salud!""",1%,31,64,0,www.cuscoperu.com/articles/tag/pisco,follow,active,2018-05-19,2018-05-19,--,200,139,46,54
ipfs.io/ipfs/QmT5NvUtoM5nWFfrQdVrFtvGfKFmG7AHE8P34isapyhCxX/wiki/Cusco.html,Cusco,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2017-06-02,2018-07-04,--,200,56,13,13
ipfs.io/ipns/QmVH1VzGBydSfmNG7rmdDjAeBZ71UVeEahVbNpFQtwZK8W/wiki/Cuzco.html,,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2017-06-15,2017-08-08,--,,29,13,13
ipfs.io/ipfs/QmXoypizjW3WknFiJnKLwHCnL72vedxjQkDDP1mXWo6uco/wiki/National_liquor.html,,"""Machu Picchu and Cusco Tours | Peru Vacations | CuscoPeru.com: Pisco, Salud!""",1%,31,64,0,www.cuscoperu.com/articles/tag/pisco,follow,active,2017-11-19,2017-11-20,--,,4,46,54
ipfs.io/ipfs/Qme2sLfe9ZMdiuWsEtajWMDzx6B7VbjzpSC2VWhtB6GoB1/wiki/Valle_Sagrado.html,Kutsal Vadi,The Sacred Valley,1%,31,64,0,www.cuscoperu.com/cusco/travel-peru/023-valley-travel-peru.html,follow,active,2017-06-28,2017-06-28,--,200,2,6,7
ipfs.io/ipfs/QmQP99yW82xNKPxXLroxj1rMYMGF6Grwjj2o4svsdmGh7S/out/A/Cuzco.html,,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2017-11-05,2017-11-05,--,,19,13,13
ipfs.io/ipns/tr.wikipedia-on-ipfs.org/wiki/Cusco.html,,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2017-05-28,2017-08-08,--,,62,13,13
ipfs.io/ipfs/Qme2sLfe9ZMdiuWsEtajWMDzx6B7VbjzpSC2VWhtB6GoB1/wiki/Cusco.html,Cusco,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2017-06-15,2018-07-18,--,200,58,13,13
ipfs.io/ipfs/QmQP99yW82xNKPxXLroxj1rMYMGF6Grwjj2o4svsdmGh7S/out/A/Cusco.html,Cusco,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2018-07-27,2018-07-27,--,200,25,13,13
ipfs.io/ipns/tr.wikipedia-on-ipfs.org/wiki/Kutsal_Vadi.html,,The Sacred Valley,1%,31,64,0,www.cuscoperu.com/cusco/travel-peru/023-valley-travel-peru.html,follow,active,2017-06-08,2017-08-15,--,,8,6,7
ipfs.io/ipfs/Qme2sLfe9ZMdiuWsEtajWMDzx6B7VbjzpSC2VWhtB6GoB1/wiki/Kutsal_Vadi.html,Kutsal Vadi,The Sacred Valley,1%,31,64,0,www.cuscoperu.com/cusco/travel-peru/023-valley-travel-peru.html,follow,active,2017-06-21,2017-08-05,--,200,4,6,7
ipfs.io/ipns/QmVH1VzGBydSfmNG7rmdDjAeBZ71UVeEahVbNpFQtwZK8W/wiki/Cusco.html,,Tourist Information,1%,31,64,0,www.cuscoperu.com/,follow,active,2017-06-04,2017-09-04,--,,56,13,13
ipfs.io/ipns/tr.wikipedia-on-ipfs.org/wiki/Valle_Sagrado.html,Kutsal Vadi,The Sacred Valley,1%,31,64,0,www.cuscoperu.com/cusco/travel-peru/023-valley-travel-peru.html,follow,active,2017-06-06,2017-06-06,--,200,2,6,7
www.wikistrike.com/article-alignement-des-sites-sacres-de-la-terre-sur-des-lignes-energetiques-telluriques-96190215.html,Alignement des sites sacrés de la terre sur des lignes énergétiques telluriques - Wikistrike,voie lactée,1%,31,54,2,www.cuscoperu.com/fr/sacred-valley.html,follow,active,2016-05-08,2018-03-09,--,200,9,21,32
alistdirectory.com/index.php?q=rma,A List Directory - Search Results ,Cusco travel | Peru travel information,16%,31,52,2,www.cuscoperu.com/,follow,active,2016-04-27,2018-07-11,--,200,4,1931,1947
botw.org/top/Regional/South_America/Peru/Cusco/Cusco_City/Travel_and_Tourism/Lodging/Hotels/,Lodging Hotels in the Best of the Web Directory,Prisma Hotel,1%,31,66,0,cuscoperu.com/prismahotel/,follow,active,2018-07-03,2018-07-04,--,200,4,22,22
botw.org/new/all/09162006.cfm,"\r\n\tBest of the Web - What's New - All Sites Added 9/16/2006\r\n",Prisma Hotel,1%,31,66,0,cuscoperu.com/prismahotel/,follow,active,2018-03-07,2018-06-07,--,200,6,304,318
botw.org/new/Regional/09162006.cfm,"\r\n\tBest of the Web - What's New in Regional For 9/16/2006\r\n",Prisma Hotel,1%,31,66,0,cuscoperu.com/prismahotel/,follow,active,2018-04-22,2018-08-01,--,200,1,197,205
pinstake.com/peru/,Peru Pictures to pin on Pinterest,[no anchor text],43%,30,59,1,www.cuscoperu.com/imagenes/g_tour/mapiok.jpg,follow,active,2018-06-29,2018-06-29,--,200,1672,41,92
