------------------------------------------------------------------------
Inbound Links for,www.cuscoperu.com
Scope,pld
Sorted by,source_page_authority
Filters:,external+not_deleted
Anchor text,all
Source PLD,all
------------------------------------------------------------------------

URL,Title,Anchor Text,Spam Score,PA,DA,Linking Domains to Page,Target URL,Link Type,Link State,Date First Seen,Date Last Seen,Date Lost,HTTP Status Code,Links to Page,Outbound Domains from Page,Outbound Links from Page
pt.wikipedia.org/wiki/Coricancha,"Coricancha – Wikipédia, a enciclopédia livre","«Qorikancha, o Templo do Sol»",--%,54,92,30,www.cuscoperu.com/pt/viagens/cusco/sitios-arqueologicos/qorikancha,nofollow,active,2018-03-17,2018-06-17,--,200,48,31,36
bit.ly/2jBUh68,,[no anchor text],--%,52,96,1,www.cuscoperu.com/es/viajes/cusco/centros-arqueologicos/qorikancha,follow,active,2018-01-05,2018-01-05,--,301,1,1,1
tr.wikipedia.org/wiki/Cusco,Cusco - Vikipedi,Tourist Information,--%,52,85,131,www.cuscoperu.com/,nofollow,active,2018-03-17,2018-06-18,--,200,248,100,110
pl.wikipedia.org/wiki/Sacsayhuam%C3%A1n,"Sacsayhuamán – Wikipedia, wolna encyklopedia",Sacsayhuaman,--%,52,91,44,www.cuscoperu.com/en/top-destinations/cusco/archaeological-centers/sacsayhuaman.html,nofollow,active,2018-03-19,2018-06-20,--,200,71,44,49
pt.wikipedia.org/wiki/Cahuachi,"Cahuachi – Wikipédia, a enciclopédia livre",Cahuachi,--%,52,92,16,www.cuscoperu.com/es/viajes/ica-nazca-paracas/centros-arqueologicos/cahuachi,nofollow,active,2018-03-14,2018-08-17,--,200,27,25,32
feeds.feedburner.com/Incatrailinfo?format=xml,IncaTrail.info,www.cuscoperu.com,1%,51,95,2,www.cuscoperu.com/en/festivities-events/november-december/santuranticuy-cusco,follow,active,2017-06-22,2018-01-09,--,200,8,16,67
elviajero.elpais.com/elviajero/2018/03/08/actualidad/1520505022_738310.html," 24 horas en El Valle Sagrado, de Cuzco a Machu Picchu | El Viajero | EL PAÍS",el,1%,50,92,9,www.cuscoperu.com/es/viajes/cusco/museos/museo-de-sitio-qorikancha,follow,active,2018-04-10,2018-07-22,--,200,48,111,147
ru.wikipedia.org/wiki/%D0%A2%D0%B0%D1%80%D0%B0%D1%83%D0%B0%D1%81%D0%B8,Тарауаси — Википедия,Tarawasi Travel,--%,50,92,9,www.cuscoperu.com/cusco/travel-peru/0254-tarawasi-travel-peru.html,nofollow,active,2017-08-03,2018-06-17,--,200,291,11,16
news.bbc.co.uk/2/hi/7439397.stm,BBC NEWS | Americas | Machu Picchu ruin 'found earlier',Cuzco,1%,50,95,1,www.cuscoperu.com/,follow,active,2017-12-13,2018-06-18,--,200,2,4,6
www.forbes.com/sites/fathom/2014/10/18/take-to-the-andean-mountains-rio-sagrado/,Take To The Andean Mountains: Rio Sagrado,Parque Arqueologico Nacional,1%,48,94,1,www.cuscoperu.com/en/travel/sacred-valley-of-the-incas/archaeological-centers/ollantaytambo,nofollow,active,2018-08-16,2018-08-16,--,200,2,8,10
tr.wikipedia.org/wiki/Kutsal_Vadi,Kutsal Vadi - Vikipedi,The Sacred Valley,--%,48,85,37,www.cuscoperu.com/cusco/travel-peru/023-valley-travel-peru.html,nofollow,active,2018-03-16,2018-06-16,--,200,62,33,41
sr.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%81%D0%B8%D1%81%D0%BA%D0%BE_%D0%9F%D0%B8%D0%B7%D0%B0%D1%80%D0%BE,"Франсиско Пизаро — Википедија, слободна енциклопедија",Francisco Pizarro,--%,47,70,92,www.cuscoperu.com/cusco/cusco/05-pizarro-cusco-peru.php,nofollow,active,2018-03-16,2018-06-17,--,200,136,84,89
sr.wikipedia.org/wiki/%D0%9A%D1%83%D1%81%D0%BA%D0%BE,"Куско — Википедија, слободна енциклопедија",Туристичке информације,--%,47,70,105,www.cuscoperu.com/,nofollow,active,2018-03-15,2018-06-16,--,200,162,93,99
lt.wikipedia.org/wiki/Kuskas,Kuskas – Vikipedija,Miesto vaizdai,--%,47,68,107,www.cuscoperu.com/cusco/machupicchu/0621-videos-cusco-peru.php,nofollow,active,2018-03-15,2018-06-18,--,200,188,91,97
sl.wikipedia.org/wiki/Machu_Picchu,"Machu Picchu - Wikipedija, prosta enciklopedija",zemljevid Machu Picchu,--%,47,68,130,www.cuscoperu.com/cusco/information-peru/017-maps-cusco-peru.html,nofollow,active,2018-03-16,2018-06-17,--,200,167,129,137
www.theglobe.net/the_worlds_most_visited_web_pages_154.html,The Globe - The world's most visited web pages,154495. cuscoperu.com,33%,47,57,590,www.cuscoperu.com/,follow,active,2017-02-27,2018-07-27,--,200,896,997,997
theglobe.net/the_worlds_most_visited_web_pages_154.html,,154495. cuscoperu.com,33%,47,57,595,www.cuscoperu.com/,follow,active,2016-07-26,2018-04-06,--,,66450,997,997
www.lavanguardia.com/viajes/20140207/54399978001/mochileando-hasta-machu-picchu-peru.html,Mochileando hasta Machu Picchu,Guía Turística de Machu Picchu,1%,46,89,9,www.cuscoperu.com/es/viajes/machupicchu,nofollow,active,2017-04-08,2018-08-03,--,200,46,11,17
sw.wikipedia.org/wiki/Francisco_Pizarro,"Francisco Pizarro - Wikipedia, kamusi elezo huru",Francisco Pizarro,--%,46,66,93,www.cuscoperu.com/cusco/cusco/05-pizarro-cusco-peru.php,nofollow,active,2018-03-17,2018-06-16,--,200,112,83,88
www.espanol.marriott.com/hotels/maps/travel/cuzmc-jw-marriott-el-convento-cusco/,Hoteles en el centro histórico de Cusco | JW Marriott El Convento Cusco,Main Bus Station - Terminal Terrestre de Cusco,1%,46,92,4,www.cuscoperu.com/en/useful-information/flights-trains-buses/buses-to-cusco,follow,active,2016-07-07,2018-06-24,--,200,18,4,5
usatoday30.usatoday.com/travel/destinations/10great/2009-06-18-summer-solstice_N.htm?csp=Travel,10 great places to bask in the summer solstice - USATODAY.com,cuscoperu.com,1%,45,93,0,www.cuscoperu.com/,follow,active,2016-06-03,2016-07-12,--,200,1,22,24
traveltips.usatoday.com/peru-archaeological-vacations-35921.html,Peru Archaeological Vacations | USA Today,CuscoPeru.com: Sacred Valley of the Incas,1%,45,93,0,www.cuscoperu.com/en.html/sacred-valley.html,nofollow,active,2017-06-03,2018-07-26,--,200,37,26,28
traveltips.usatoday.com/cuzco-climate-weather-13941.html,Cuzco Climate & Weather | USA Today,CuzcoPeru.com,1%,45,93,0,www.cuscoperu.com/cusco/information-peru/012-geography-cusco-peru.php,nofollow,active,2017-05-14,2018-07-31,--,200,58,23,23
traveltips.usatoday.com/tourism-cuzco-peru-35904.html,"Tourism in Cuzco, Peru | USA Today",Cusco Peru Travel Guide: Travel Information About Cusco,1%,45,93,0,www.cuscoperu.com/en.html,nofollow,active,2017-04-12,2018-06-16,--,200,47,10,12
traveltips.usatoday.com/climate-cuzco-peru-54822.html,"Climate in Cuzco, Peru | USA Today",CuscoPeru: Geographic Information,1%,45,93,0,www.cuscoperu.com/en.html/geographic-information.html,nofollow,active,2017-04-12,2018-06-28,--,200,27,24,24
www.ask.com/web?q=World+Espa%C3%B1ol+Regional+Am%C3%A9rica+Per%C3%BA+Viajes+y+turismo+Gu%C3%ADas,Ask.com - What's Your Question?,Guía turística de la Ciudad de Cusco - CuscoPeru.Com,1%,45,91,3,www.cuscoperu.com/es/viajes/cusco,nofollow,active,2018-07-07,2018-07-07,--,,3,10,10
www.nationalgeographic.com/travel/intelligent-travel/2007/10/04/peruvian_knitting_quest/,Peruvian Knitting Quest,"Cusco,",1%,44,93,0,www.cuscoperu.com/,follow,active,2018-07-21,2018-07-21,--,200,2,6,7
www.nationalgeographic.com/travel/intelligent-travel/2013/01/03/where-to-spend-a-week-this-winter-afitz/,Where to Spend a Week This Winter,"Cusco, Peru",1%,44,93,0,www.cuscoperu.com/en/,follow,active,2018-07-04,2018-07-04,--,200,2,26,27
www.geocities.jp/estacion_andina/p_cuzco.html,���������ޥ����ԥ���(�ڥ롼)�ԡ������ƥ󥢥��ꥫƻ�αء�,Prisma Hotel,1%,44,92,1,www.cuscoperu.com/prismahotel/,follow,active,2017-04-20,2018-05-23,--,200,3,65,68
www.bbc.com/portuguese/reporterbbc/story/2008/06/080606_machupicchudescobertafn.shtml,"BBCBrasil.com | Reporter BBC | Machu Picchu foi 'descoberta' 40 anos antes, dizem historiadores",Cuzco (portal de turismo em inglês),1%,44,93,0,www.cuscoperu.com/,follow,active,2017-06-17,2018-01-21,--,200,4,3,59
search.aol.com/aol/search?query=cruz+del+sur+bus+tickets&b=41&pz=10&y=11&xargs=0&v_t=na&ei=UTF-8&fr2=p%3As%2Cv%3Aw%2Cm%3Aat-e&s_it=rs-rhr2,cruz del sur bus tickets - AOL Search Results,Buses to Cusco - CuscoPeru.com,1%,44,93,0,www.cuscoperu.com/en/useful-information/flights-trains-buses/buses-to-cusco,follow,active,2018-03-30,2018-03-30,--,200,1,13,15
sanfrancisco.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/,Travel Guide To Peru’s Machu Picchu « CBS San Francisco,bus for 21 hours,1%,43,92,1,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-04-08,2018-01-13,--,200,95,57,94
www.its-peru.com/,Inicio,AGENCIA DE VIAJES CUSCOPERU,--%,43,34,602,www.cuscoperu.com/,follow,active,2017-06-14,2018-02-18,--,200,1749,8,8
ka.wikipedia.org/wiki/%E1%83%A4%E1%83%A0%E1%83%90%E1%83%9C%E1%83%A1%E1%83%98%E1%83%A1%E1%83%99%E1%83%9D_%E1%83%9E%E1%83%98%E1%83%A1%E1%83%90%E1%83%A0%E1%83%9D,ფრანსისკო პისარო - ვიკიპედია,"Francisco Pizarro, a Head of His Time",--%,43,59,91,www.cuscoperu.com/articles/,nofollow,active,2018-03-18,2018-06-18,--,200,133,83,88
www.atlasobscura.com/places/guinea-pig-last-supper,"\nGuinea Pig Last Supper – Cusco, Peru\n- Atlas Obscura",Website,1%,43,84,6,www.cuscoperu.com/en/travel/cusco/temples-convents/basilica-cathedral-of-cusco,follow,active,2016-08-11,2017-07-20,--,200,67,13,16
www.marriott.com/hotels/maps/travel/cuzmc-jw-marriott-el-convento-cusco/,Cusco Hotels near Airport and Qurikancha | JW Marriott El Convento Cusco,Main Bus Station - Terminal Terrestre de Cusco,1%,43,92,1,www.cuscoperu.com/en/useful-information/flights-trains-buses/buses-to-cusco,follow,active,2016-09-27,2018-06-26,--,200,17,13,19
del.icio.us/url/b28a5a4004b142928389d5351e6798dd,http://www.cuscoperu.com/articles/travel/the-chincana-of-sacsayh,The Chincana of Sacsayhuaman [English] | CuscoPeru.com,61%,42,93,0,www.cuscoperu.com/articles/travel/the-chincana-of-sacsayhuamanenglish,nofollow,active,2016-09-26,2016-09-26,--,200,2,2,4
del.icio.us/duverneuil,,http://www.cuscoperu.com/articles/travel/the-chincana-of-sacsayhuamanenglis...,61%,42,93,0,www.cuscoperu.com/articles/travel/the-chincana-of-sacsayhuamanenglish,nofollow,active,2016-09-11,2016-09-11,--,,20,12,24
del.icio.us/duverneuil,,www.cuscoperu.com,61%,42,93,0,www.cuscoperu.com/,nofollow,active,2016-09-11,2016-09-11,--,,20,12,24
peru.lap.hu/,Peru lap - Megbízható válaszok profiktól,Cusco-Utazási információ,--%,42,71,19,www.cuscoperu.com/,follow,active,2017-01-27,2017-07-13,--,200,63,121,156
ow.ly/SvOn30jP0aN,,[no anchor text],--%,42,92,0,www.cuscoperu.com/es/viajes/machupicchu?platform=hootsuite,follow,active,2018-05-11,2018-05-11,--,301,0,1,1
tt.wikipedia.org/wiki/Ma%C3%A7u_Pik%C3%A7u,Maçu Pikçu — Wikipedia,Map of Machu Picchu,--%,41,50,122,www.cuscoperu.com/cusco/information-peru/017-maps-cusco-peru.html,nofollow,active,2018-03-17,2018-06-18,--,200,139,132,143
tt.wikipedia.org/wiki/Ma%C3%A7u_Pik%C3%A7u,Maçu Pikçu — Wikipedia,Machu Picchu and Cusco Guide,--%,41,50,122,www.cuscoperu.com/,nofollow,active,2018-03-17,2018-06-18,--,200,139,132,143
hu.wikipedia.org/wiki/Szerkeszt%C5%91:Ljerk/pr%C3%B3balap,Szerkesztő:Ljerk/próbalap – Wikipédia,https://www.cuscoperu.com/en/travel/cusco/archaeological-centers/qorikancha,--%,41,85,3,www.cuscoperu.com/en/travel/cusco/archaeological-centers/qorikancha,nofollow,active,2018-04-28,2018-07-29,--,200,7,29,64
houston.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/feed/,Travel Guide To Peru’s Machu Picchu – CBS Houston,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-03,2017-11-03,--,200,1,47,67
houston.cbslocal.com/tag/machu-picchu/feed/,Machu Picchu – CBS Houston,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-18,2017-11-18,--,200,1,68,99
houston.cbslocal.com/tag/perurail/feed/,PeruRail – CBS Houston,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-15,2017-11-15,--,200,1,47,67
houston.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/,Travel Guide To Peru’s Machu Picchu « CBS Houston,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-09-29,2018-01-06,--,200,14,58,88
pittsburgh.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/,Travel Guide To Peru’s Machu Picchu « CBS Pittsburgh,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-10-04,2017-10-04,--,200,2,53,82
pittsburgh.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/feed/,Travel Guide To Peru’s Machu Picchu – CBS Pittsburgh,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-15,2017-11-15,--,200,1,47,67
miami.cbslocal.com/tag/cusco/feed/,Cusco – CBS Miami,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-04-27,2016-09-16,--,200,0,63,91
miami.cbslocal.com/tag/cusco-hostels/feed/,Cusco Hostels – CBS Miami,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-20,2017-11-20,--,200,1,47,67
miami.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/,Travel Guide To Peru’s Machu Picchu « CBS Miami,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-10-25,2018-01-26,--,200,4,54,87
miami.cbslocal.com/tag/peru/feed/,Peru – CBS Miami,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-25,2017-11-25,--,200,1,80,116
losangeles.cbslocal.com/tag/cusco/feed/,Cusco – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-12-18,2017-12-27,--,200,1,64,101
losangeles.cbslocal.com/tag/inca-rail/feed/,Inca Rail – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2018-01-08,2018-01-08,--,200,1,48,74
losangeles.cbslocal.com/tag/machu-picchu/feed/,Machu Picchu – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2018-01-01,2018-01-04,--,200,1,80,147
losangeles.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/,Travel Guide To Peru’s Machu Picchu « CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-04-16,2018-01-07,--,200,133,56,92
losangeles.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/feed/,Travel Guide To Peru’s Machu Picchu – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-12-04,2017-12-04,--,200,1,48,74
losangeles.cbslocal.com/tag/andes-mountains/feed/,Andes Mountains – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-09,2017-11-09,--,200,1,57,97
losangeles.cbslocal.com/tag/cusco-hotels/feed/,Cusco Hotels – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-12,2017-11-12,--,200,1,48,74
losangeles.cbslocal.com/tag/peru/feed/,Peru – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-10-06,2018-01-06,--,200,1,75,128
losangeles.cbslocal.com/tag/aguas-calientes/feed/,Aguas Calientes – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-26,2017-11-26,--,200,1,48,74
losangeles.cbslocal.com/tag/cusco-hostels/feed/,Cusco Hostels – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-19,2017-11-19,--,200,1,48,74
losangeles.cbslocal.com/tag/perurail/feed/,PeruRail – CBS Los Angeles,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-11,2017-11-11,--,200,1,48,74
philadelphia.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/,Travel Guide To Peru’s Machu Picchu « CBS Philly,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-09-29,2017-12-30,--,200,2,57,92
philadelphia.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/feed/,Travel Guide To Peru’s Machu Picchu – CBS Philly,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-08,2017-11-08,--,200,1,47,67
baltimore.cbslocal.com/tag/machu-picchu/feed/,Machu Picchu – CBS Baltimore,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-11-05,2016-11-05,--,200,1,68,99
baltimore.cbslocal.com/tag/andes-mountains/feed/,Andes Mountains – CBS Baltimore,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-10-21,2017-11-14,--,200,1,52,75
baltimore.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/feed/,Travel Guide To Peru’s Machu Picchu – CBS Baltimore,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-10-25,2017-11-06,--,200,1,47,67
baltimore.cbslocal.com/tag/peru/feed/,Peru – CBS Baltimore,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-10-30,2017-11-18,--,200,1,68,99
baltimore.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/,Travel Guide To Peru’s Machu Picchu « CBS Baltimore,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-10-20,2018-01-06,--,200,15,57,87
baltimore.cbslocal.com/tag/inca-trail/feed/,Inca Trail – CBS Baltimore,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-11-04,2016-11-04,--,200,1,52,75
baltimore.cbslocal.com/tag/aguas-calientes/feed/,Aguas Calientes – CBS Baltimore,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-09,2017-11-09,--,200,1,47,67
baltimore.cbslocal.com/tag/perurail/feed/,PeruRail – CBS Baltimore,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-23,2017-11-23,--,200,1,47,67
chicago.cbslocal.com/tag/andes-mountains/feed/,Andes Mountains – CBS Chicago,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-10-23,2016-10-23,--,200,1,52,75
chicago.cbslocal.com/tag/cusco/feed/,Cusco – CBS Chicago,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-12,2017-11-12,--,200,1,63,91
chicago.cbslocal.com/tag/machu-picchu/feed/,Machu Picchu – CBS Chicago,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-14,2017-11-14,--,200,1,68,99
chicago.cbslocal.com/tag/peru/feed/,Peru – CBS Chicago,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-09-30,2018-01-06,--,200,1,69,100
chicago.cbslocal.com/tag/huayna-picchu/feed/,Huayna Picchu – CBS Chicago,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-19,2017-11-21,--,200,1,47,67
chicago.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/feed/,Travel Guide To Peru’s Machu Picchu – CBS Chicago,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-03,2017-11-03,--,200,1,47,67
chicago.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/,Travel Guide To Peru’s Machu Picchu « CBS Chicago,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-10-19,2018-01-03,--,200,14,60,94
chicago.cbslocal.com/tag/inca-rail/feed/,Inca Rail – CBS Chicago,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-13,2017-11-13,--,200,1,47,67
chicago.cbslocal.com/tag/cusco-hotels/feed/,Cusco Hotels – CBS Chicago,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-21,2017-11-23,--,200,1,47,67
dfw.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/,Travel Guide To Peru’s Machu Picchu « CBS Dallas / Fort Worth,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-10-01,2017-10-01,--,200,2,54,84
dfw.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/feed/,Travel Guide To Peru’s Machu Picchu – CBS Dallas / Fort Worth,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-10-20,2018-01-21,--,200,1,47,67
cleveland.cbslocal.com/tag/peru/feed/,Peru – CBS Cleveland,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-11-12,2017-11-12,--,200,1,68,99
cleveland.cbslocal.com/top-lists/travel-guide-to-perus-machu-picchu/feed/,Travel Guide To Peru’s Machu Picchu – CBS Cleveland,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2017-10-31,2018-01-30,--,200,1,47,67
cleveland.cbslocal.com/tag/cusco/feed/,Cusco – CBS Cleveland,bus for 21 hours,1%,41,92,0,www.cuscoperu.com/es/informacion-util/vuelos-trenes-buses/buses-a-cusco,follow,active,2016-10-07,2017-11-12,--,200,1,63,91
